time , lin_pos[m] , euler_rpy[deg] , foot1_pos[m] , foot2_pos[m] , foot3_pos[m] , foot4_pos[m] , foot1_F[N] , foot2_F[N] , foot3_F[N] , foot4_F[N] , foot1_contact , foot2_contact , foot3_contact , foot4_contact 
0,   0    0 0.42,0 0 0,0.34 0.19    0, 0.34 -0.19     0,-0.34  0.19     0,-0.34 -0.19     0,-14.4452  4.76092  299.238,-196.473  56.6917  594.588, 12.206 11.0123 249.039,-24.7683  36.6978  299.928
1.88, 1.02793 0.027107 0.113896,-0.971438   28.3315  -8.12405,  1.23613  0.304739 -0.402265, 1.45015 0.277197 -0.50168,   0.62552   0.279487 -0.0318755,  0.617251 -0.0516535 -0.0246204,0 0 0, 195.664 -131.866  109.331,0 0 0,85.6706 -121.55 274.585
1.89,  1.02134 0.0249433  0.104969,-1.51884  26.1492 -7.64363,  1.23383  0.306777 -0.413827, 1.45015 0.277197 -0.50168,  0.615157   0.270356 -0.0451456,  0.617251 -0.0516535 -0.0246204,0 0 0,229.518  13.287 113.449,0 0 0, 86.8657 -145.787  220.269
1.9,  1.01574 0.0224978  0.096042,-1.87337  23.6504 -7.02889,  1.23189  0.308917 -0.425625, 1.45015 0.277197 -0.50168,  0.605484   0.261771 -0.0586874,  0.617251 -0.0516535 -0.0246204,0 0 0,240.803 61.6712 114.821,0 0 0, 87.2641 -153.866  202.163
1.91,  1.01119 0.0197646 0.0872313,-2.02456  20.8265 -6.27622,  1.23026  0.311106 -0.437424, 1.45015 0.277197 -0.50168,   0.59654   0.253781 -0.0722293,  0.617251 -0.0516535 -0.0246204,0 0 0,229.518  13.287 113.449,0 0 0, 86.8657 -145.787  220.269
1.92,  1.00761 0.0168344 0.0786874,-2.00034  17.7748 -5.41948,  1.22892   0.31329 -0.448986, 1.45015 0.277197 -0.50168,  0.588366   0.246432 -0.0854994,  0.617251 -0.0516535 -0.0246204,0 0 0, 195.664 -131.866  109.331,0 0 0,85.6706 -121.55 274.585
1.93,  1.00488 0.0138213 0.0705657,-1.83829  14.6189 -4.50186,  1.22784  0.315417 -0.460074, 1.45015 0.277197 -0.50168, 0.581002   0.23977 -0.098226,  0.617251 -0.0516535 -0.0246204,0 0 0,  139.24 -373.787  102.469,0 0 0, 83.6787 -81.1546  365.113
1.94,  1.00289 0.0108395  0.063022,-1.57597  11.4825 -3.56652,    1.227  0.317433 -0.470452, 1.45015 0.277197 -0.50168, 0.574488  0.233845 -0.110137,  0.617251 -0.0516535 -0.0246204,0 0 0, 71.5494 -636.849  91.8842,0 0 0, 78.5692 -26.3085  479.039
1.95,  1.00153 0.0080032 0.0562119,-1.25094  8.48927 -2.65663,  1.22636  0.319284 -0.479883, 1.45015 0.277197 -0.50168, 0.568866  0.228701 -0.120962,  0.617251 -0.0516535 -0.0246204,0 0 0, 26.7915 -704.306  75.6665,0 0 0,64.5312 34.9766 575.217
1.96,   1.00067 0.00542653   0.050291,-0.900777   5.76295  -1.81537, 1.22591 0.320919 -0.48813, 1.45015 0.277197 -0.50168, 0.564175  0.224387 -0.130428,  0.617251 -0.0516535 -0.0246204,0 0 0, 2.42772 -618.822  56.2585,0 0 0,44.6565 97.0511 651.499
1.97,    1.0002 0.00322369   0.045415,-0.563034   3.42718   -1.0859,   1.2256  0.322282 -0.494957, 1.45015 0.277197 -0.50168, 0.560456   0.22095 -0.138263,  0.617251 -0.0516535 -0.0246204,0 0 0, -7.0076 -443.131   36.398,0 0 0, 22.686 154.594 708.959
1.98,   1.00001 0.00150887  0.0417394,-0.275281   1.60565 -0.511403,  1.22542  0.323322 -0.500126, 1.45015 0.277197 -0.50168,  0.55775  0.218436 -0.144196,  0.617251 -0.0516535 -0.0246204,0 0 0,-6.98011 -239.968  18.8224,0 0 0,2.36096 202.284 748.672
1.99,   0.999984 0.000396248     0.03942,-0.075081  0.422025 -0.135046,  1.22533  0.323985 -0.503401, 1.45015 0.277197 -0.50168, 0.556096  0.216893 -0.147955,  0.617251 -0.0516535 -0.0246204,0 0 0,-2.95547 -72.0648   6.2695,0 0 0,-12.5776    234.8  771.712
2,          1 3.46945e-18   0.0386122, 2.38542e-15 -3.18055e-15            0,   1.2253  0.324218 -0.504545, 1.45015 0.277197 -0.50168, 0.555536  0.216369 -0.149268,  0.617251 -0.0516535 -0.0246204,0 0 0,-0.399332  -2.15639   1.47683,0 0 0,-18.3884  246.822  779.153
